step,pred
155,0.9165407842316098
156,0.9044871232309202
157,0.8807598379693813
158,0.8478094700482135
159,0.808387523901196
160,0.7649951615156314
161,0.7195574823558966
162,0.6733228443666093
163,0.6269368646671714
164,0.5806200451351464
165,0.534377342914877
166,0.4881814160588407
167,0.4420947739541079
168,0.39632484525692835
169,0.3512324900417556
170,0.3073296599831421
171,0.2652994746988111
172,0.22605256227040504
173,0.1908048031805425
174,0.16113446825359867
175,0.1389610642808634
176,0.12639239196181373
177,0.12541860347298162
178,0.13749619113617806
179,0.16314491637090534
180,0.20172696579297522
181,0.2515256510871384
182,0.31007832804243707
183,0.37454286934077285
184,0.44185110307154574
185,0.508599659699507
186,0.5709213485184106
187,0.6247084326662007
188,0.6663513811229733
189,0.6937313256638178
190,0.706928339852487
191,0.7082474786277557
192,0.7015865691970276
193,0.6914999784865423
194,0.6823415026509734
195,0.6776804113758783
196,0.6799725272041015
197,0.6903643978349896
198,0.7085419431086262
199,0.7326565057953545
200,0.7594727388731202
201,0.784878819548489
202,0.8047407444491794
203,0.8158576946187752
204,0.8166611451095855
205,0.8074047044018102
206,0.7898395697983078
207,0.7665803234947339
208,0.7404238355954638
209,0.7138112038432038
210,0.6885053802211409
211,0.6654647780528813
212,0.6448525113126742
213,0.6261269384449761
214,0.6081895111381863
215,0.5895926638626063
216,0.5688128760004894
217,0.5445697925254658
218,0.516139205386609
219,0.483591189315705
220,0.44789847957904394
221,0.4108958676517016
222,0.3751058423843938
223,0.34345951153298815
224,0.3189342981815675
225,0.3041213906397564
226,0.3007556404064218
227,0.3093012726641282
228,0.3287572239619019
229,0.35685066140554067
230,0.39066132597548364
231,0.4274930108218409
232,0.46562617787618343
233,0.5045980970228912
234,0.5448793703933528
235,0.5871132053459269
236,0.6312888323154402
237,0.6762427436851657
238,0.7197269021046315
239,0.759024684341135
240,0.7918466420013677
241,0.8171189874051583
242,0.8353490844868454
243,0.8484614338513135
244,0.8592109178238863
245,0.8703912373023428
246,0.8840572619137053
247,0.9009298088190478
248,0.9201034145109865
249,0.9391370831083385
250,0.9545422107019537
251,0.9625687224883723
252,0.9600664617750692
253,0.9451501475767508
254,0.9174771924677207
255,0.8781139311045107
256,0.829112218540752
257,0.772977130085188
258,0.7121868363883794
259,0.6488719003048522
260,0.5847019106179534
261,0.5209670197056444
262,0.45878132173653974
263,0.39928747417817867
264,0.3437316070489054
265,0.2933240435833939
266,0.2489026659289335
267,0.21053924419107517
268,0.17731776826434942
269,0.14750850631803436
270,0.11923330969702839
271,0.091499679963853
272,0.06526715875183609
273,0.044095356088022175
274,0.033940691971204195
275,0.041818044639075236
276,0.07339062608297686
277,0.13017689391182063
278,0.20773513795210352
279,0.2961920839356966
280,0.3832987298157431
281,0.45853726451844534
282,0.516194711013481
283,0.5561711349617302
284,0.582550926395029
285,0.6008312071140063
286,0.6151175221819662
287,0.6265122747174026
288,0.6332836735791316
289,0.6325167767740796
290,0.6223124937952527
291,0.603503913949262
292,0.5802265621549121
293,0.5592090308930677
294,0.5480671806582098
295,0.5530998016225812
296,0.577166386141216
297,0.6182845195601336
298,0.669605991031391
299,0.7211769358526512
300,0.7631156727151285
301,0.7888825360643095
302,0.7970802254595837
303,0.7911220153280096
304,0.7773476751948163
305,0.7627251320832982
306,0.7530178249265775
307,0.7517477820570377
308,0.7598732583492023
309,0.7759484928002962
310,0.7965842347769154
311,0.8171453740235006
312,0.8326625149713305
313,0.8388439187851291
314,0.8329430326044256
315,0.8142175061875405
316,0.7838617474602287
317,0.7445046831754012
318,0.6994966069812429
319,0.6522147436052612
320,0.605540607668626
321,0.5615657076762988
322,0.5215033390133481
323,0.4857405984903487
324,0.45396268510927307
325,0.4253126129339151
326,0.3985887018673768
327,0.3725003577802388
328,0.3459857809046629
329,0.3185552657715487
330,0.29058885913865495
331,0.26350864420596265
332,0.23976245689561182
333,0.22258057806364917
334,0.2154914382633164
335,0.22162297791677954
336,0.2429003110417458
337,0.2793697158592181
338,0.3289498815531031
339,0.38781201294224044
340,0.45129857604432644
341,0.5149838904903778
342,0.5754130750206827
343,0.6302931712442068
344,0.6782502657159191
345,0.7184592100521332
346,0.7504169342308891
347,0.773957123516182
348,0.789433539749262
349,0.7979198587405358
350,0.8012900205664373
351,0.8021045512430014
352,0.8032854714345943
353,0.8076017933757109
354,0.8170276373609946
355,0.8320965733652459
356,0.8514514085511458
357,0.8718261100585272
358,0.8886173014017373
359,0.8969741202469592
360,0.8930560005345569
361,0.8749815039391198
362,0.8431384623859719
363,0.7998396300371393
364,0.748563327165229
365,0.6930938288767541
366,0.636810649299901
367,0.5822593569870582
368,0.5310226318411799
369,0.48382014302418286
370,0.4407169495665557
371,0.4013263914346714
372,0.364949272947209
373,0.33066681140987964
374,0.2974591919604386
375,0.26442401853186537
376,0.2311176768785499
377,0.19796548416942583
378,0.166620630724446
379,0.14011823197690632
380,0.12266951055870257
381,0.11897799633755968
382,0.1330749147142103
383,0.16691196490270466
384,0.21925764356766608
385,0.2855618189440494
386,0.359090963913953
387,0.43288256672712433
388,0.5015202486961545
389,0.5619088786274387
390,0.612939361506438
391,0.6545461208328307
392,0.6868173322239857
393,0.7095953246893694
394,0.722642902367002
395,0.7261599853297165
396,0.7213262816046004
397,0.7106079329881743
398,0.6976994534597876
399,0.6870821080768663
400,0.6832421874525085
401,0.689644931438326
402,0.7076501371546695
403,0.7356911622637892
404,0.7691429160831809
405,0.8012109017215336
406,0.8247591875898284
407,0.83442211533561
408,0.8280763015647836
409,0.8070917831391657
410,0.7754626954863473
411,0.7383876691902902
412,0.7008978097511744
413,0.666887755418129
414,0.6386375491442564
415,0.6167407430954839
416,0.6002978489117128
417,0.587266160335445
418,0.5749178324635764
419,0.5603845817609545
420,0.5412367213163076
421,0.5159924585711062
422,0.4844406007234525
423,0.44771227767080024
424,0.4081232332931086
425,0.36886880346846906
426,0.3336524321885137
427,0.3062753410909269
428,0.29015782829089254
429,0.2877627169531194
430,0.2999853215634949
431,0.32572736308430983
432,0.36195899683628774
433,0.4044478637748825
434,0.4489891820617409
435,0.49262381898217233
436,0.5342691669026736
437,0.574485646677783
438,0.6145508277199565
439,0.6553313669988496
440,0.6964889500146922
441,0.7363571839551772
442,0.7725010492641311
443,0.8026676732642422
444,0.8256898321298425
445,0.8419700361014928
446,0.8533935197297495
447,0.862753222423895
448,0.8729068509779792
449,0.885910897887281
450,0.9023428579595381
451,0.9209784603480546
452,0.9389346087273225
453,0.9522868761569558
454,0.9570135920211387
455,0.949971927064202
456,0.9295831056454489
457,0.8960356619532011
458,0.8510236020953439
459,0.7971907304629422
460,0.7374956200924894
461,0.6746748280840547
462,0.6109165341584974
463,0.5477854582465698
464,0.48636436782396064
465,0.42750646234990164
466,0.3720514040262435
467,0.32087331479676307
468,0.27471067850494535
469,0.2338518970230643
470,0.19786201311092944
471,0.16557348205044597
472,0.13548923124185785
473,0.10657376108753303
474,0.07920624157271838
475,0.055924760342433544
476,0.04155306444140949
477,0.0423811274922028
478,0.06431020957836786
479,0.11035464624925906
480,0.17853067094403263
481,0.2614544179949383
482,0.3482976382310947
483,0.42829707760627533
484,0.49401696688770014
485,0.5429077838235058
486,0.576812253381094
487,0.5999716548450595
488,0.6165478153602919
489,0.6287573144029341
490,0.6363565615120543
491,0.6375299945114494
492,0.6305901448345645
493,0.6156295501005897
494,0.5954223574185886
495,0.575266393708997
496,0.5618435285493524
497,0.561430784618477
498,0.5779299005330856
499,0.6112726567103168
500,0.6568245398768999
501,0.7063051302988548
502,0.7502254586802506
503,0.7809776384960583
504,0.7951571398446031
505,0.7941001569456487
506,0.7827009289826616
507,0.7673909006313031
508,0.7542206875599429
509,0.7475637613061457
510,0.7495171895095485
511,0.7598346651170553
512,0.7762011970958929
513,0.7947531487531165
514,0.8108270765898169
515,0.819888422217228
516,0.8184661359916925
517,0.80483014959486
518,0.779207215456176
519,0.7435132254190386
520,0.7007575467537173
521,0.6543468720546843
522,0.6074806840488876
523,0.5627423521552437
524,0.5218995417234709
525,0.4858647169290493
526,0.4547468947656439
527,0.42794994950647736
528,0.40431928948007556
529,0.3823710422100648
530,0.3606272558616035
531,0.3380291079211344
532,0.31434165467207276
533,0.29043781945347913
534,0.2683692087163032
535,0.2511769221593032
536,0.2424393679268002
537,0.24559308585300643
538,0.2631212091262367
539,0.2957976871259318
540,0.34225917540789563
541,0.39914586618593084
542,0.46184030858961966
543,0.5255326703812226
544,0.5861747222818245
545,0.6409890614561276
546,0.6884772384251612
547,0.7281077469967787
548,0.7599401074386636
549,0.7843737216944344
550,0.8020826099519396
551,0.8140842379627586
552,0.8218316985908993
553,0.8272161729494716
554,0.8324018317466697
555,0.8394690159586968
556,0.8499063307570545
557,0.864066287991931
558,0.880767757983989
559,0.8972515689236662
560,0.9096209543222074
561,0.9137130377394209
562,0.9061307351345445
563,0.8850628038681734
564,0.8506190570465382
565,0.8046370411900963
566,0.7501177686160605
567,0.6905266778392365
568,0.6291680634624761
569,0.5687646206618213
570,0.5112842639595812
571,0.4579697646502403
572,0.4094645757966391
573,0.36591856410571477
574,0.32701180045516676
575,0.29192954392482706
576,0.25940316539304
577,0.2279445487301941
578,0.19632623982870134
579,0.16423151531077895
580,0.13288420247084698
581,0.10541441441475286
582,0.0867227102776984
583,0.08265948346511642
584,0.09848329673651746
585,0.13689150456445853
586,0.19638682709658717
587,0.27098419257352013
588,0.35177860262538974
589,0.4297628705220675
590,0.4984303511251529
591,0.5549339985197126
592,0.5995739218433518
593,0.6342421410681913
594,0.6607510135440546
595,0.679810559532859
596,0.69098817625561
597,0.6934863266573865
598,0.6872405020413814
599,0.6737982556627822
600,0.6566273924841068
601,0.6407488298421029
602,0.6317743632755368
603,0.6345404934033572
604,0.651623666197338
605,0.6821462423260294
606,0.7213963743787772
607,0.7617123392612513
608,0.7946202931910573
609,0.8134740358852195
610,0.8154051384052279
611,0.8017553015589858
612,0.777059283496587
613,0.7473077725267965
614,0.7182707232997498
615,0.6943294429829114
616,0.6779063796970717
617,0.669369464333367
618,0.6672420371632306
619,0.668614120285147
620,0.6697294697195848
621,0.6667273529387354
622,0.6564363854489761
623,0.637029808865393
624,0.6083558625969889
625,0.5718730831902019
626,0.5302719929781032
627,0.4869554039305388
628,0.4455399261198143
629,0.4094575234920965
630,0.38163681839332453
631,0.36419034862008415
632,0.35806709123761005
633,0.36274314707190003
634,0.3761447092448784
635,0.3950108954408127
636,0.41573804957594573
637,0.435468563025172
638,0.45298905632669006
639,0.46904622273055496
640,0.48595078855223095
641,0.5066443112780723
642,0.5335869869696501
643,0.5678433164616479
644,0.6086417216287292
645,0.653524012626812
646,0.6990216141361589
647,0.7416309114053954
648,0.7787575361680457
649,0.809313173165481
650,0.8337926218109413
651,0.8538684051917489
652,0.8717042681122638
653,0.8892365438126264
654,0.9076172361606965
655,0.9269178747760067
656,0.9461115527093593
657,0.9632972459529396
658,0.9760946211547505
659,0.9821091050761375
660,0.9793535528577619
661,0.9665309503086306
662,0.9431344758932205
663,0.9093847464252303
664,0.866068524923242
665,0.814353215472063
666,0.7556340546899971
667,0.6914435731457615
668,0.6234287658764677
669,0.5533828153131015
670,0.4832999519835246
671,0.41539981221243316
672,0.3520468259569576
673,0.29549004762888575
674,0.2473969414449817
675,0.20826691185032997
676,0.1769608998726997
677,0.150684120974228
678,0.12569046042645748
679,0.09869166380885108
680,0.06857564938222183
681,0.03779620789972293
682,0.012803005541752732
683,0.0030390412590461935
684,0.018281538832864985
685,0.06467011731466732
686,0.14085194336371343
687,0.23662744817341252
688,0.3358144510469838
689,0.4223668109036327
690,0.48636160316028687
691,0.5267631049329329
692,0.5500880859867316
693,0.5660640448635457
694,0.5824604369893152
695,0.6014961413950894
696,0.6193862397216674
697,0.6289735650150394
698,0.6239008387854672
699,0.6022316067117872
700,0.5680075781475704
701,0.5304068331598759
702,0.5011309176164587
703,0.4910122247869211
704,0.5067543546912958
705,0.5485436776358501
706,0.6092809438167615
707,0.6762097243677483
708,0.7350312135218071
709,0.775000485676097
710,0.792404865784635
711,0.7907589276884064
712,0.7782436107378077
713,0.7642284089783669
714,0.7564495406017073
715,0.7594796612220933
716,0.7743839634756937
717,0.7991491105292163
718,0.8295056015815008
719,0.8599439942856311
720,0.8848389991166328
721,0.8995491446867114
722,0.9012513550318939
723,0.8892766294629704
724,0.864887326411961
725,0.8306519071623004
726,0.7896793828715354
727,0.7449436991853213
728,0.6988274821847567
729,0.6529167603124568
730,0.6080124914480436
731,0.5642907634930969
732,0.5215342231722602
733,0.4793664291027828
734,0.43744272753862523
735,0.3955795040323453
736,0.35383060876415895
737,0.3125370162395775
738,0.2723769115905119
739,0.23442736221275107
740,0.20022120519379794
741,0.17175419845080242
742,0.1513805259612302
743,0.14154372725572317
744,0.14433912798268977
745,0.16099483159702377
746,0.19145759454303635
747,0.2342983934859122
748,0.28703328481136436
749,0.3467125195271139
750,0.4104333045415569
751,0.475472219273672
752,0.5390299663715203
753,0.5979201311937192
754,0.6486340047726573
755,0.6879616802350164
756,0.7139192913376267
757,0.7264732327616721
758,0.7276765505628178
759,0.7212013177716354
760,0.7115403223532706
761,0.7031886332050195
762,0.6999729868271531
763,0.7045394372601583
764,0.7179487593991234
765,0.7393857968917907
766,0.7661057687824444
767,0.793802914514238
768,0.8174847127428606
769,0.8326726840874312
770,0.8365049563439975
771,0.828307874881002
772,0.8094672390898143
773,0.782760652239765
774,0.7514871844628552
775,0.7187001707773044
776,0.6867090048890607
777,0.6568740102396502
778,0.6296291203235285
779,0.6046387080761391
780,0.581012076039686
781,0.5575357164059005
782,0.5329134750484847
783,0.5060134204160232
784,0.4761095020023527
785,0.44309027414443536
786,0.4076007092347491
787,0.3710905491956633
788,0.3357557073326296
789,0.3043662929442159
790,0.27997278732761455
791,0.2654834899264773
792,0.26313590610363047
793,0.2739578930200959
794,0.29740653921041726
795,0.33140491688457363
796,0.3728818629523145
797,0.41866479757619857
798,0.4663348169110635
799,0.5146245072666291
