step,true
466,0.767974816765929
467,0.7649094222983196
468,0.7661609969908707
469,0.7722806170450998
470,0.7827982039223719
471,0.7963211865176743
472,0.8107198869146262
473,0.8232306634774897
474,0.8302556438582867
475,0.8271471959447748
476,0.8093231891454332
477,0.775452898708166
478,0.7293467396998555
479,0.6774686982004804
480,0.6255406598373672
481,0.5773121865035608
482,0.5347095465689561
483,0.4982243018471204
484,0.46723957473390426
485,0.4403494272935671
486,0.4157401070061032
487,0.391625506298108
488,0.36665965082641644
489,0.34021496907771837
490,0.3124545880218104
491,0.28425537285313435
492,0.2571613845672391
493,0.23352758436273624
494,0.21680782073203586
495,0.21158674354134416
496,0.2226707811672488
497,0.252895174938445
498,0.3008269895270693
499,0.36086546407794307
500,0.4260427421973789
501,0.4907409822811242
502,0.5515429122714962
503,0.6067695541418683
504,0.6557186151082565
505,0.6980864851389756
506,0.7336666572908046
507,0.7622823873038536
508,0.7838691129551971
509,0.7986106513948951
510,0.8070694997559656
511,0.8103152456743058
512,0.8100758980593549
513,0.8088639239628335
514,0.8098836187882448
515,0.8164370802339977
516,0.8307228382722386
517,0.8523487085540242
518,0.8771851430865658
519,0.8975993214771069
520,0.9052039027535669
521,0.8949034517765972
522,0.8667032424662685
523,0.8242674884693587
524,0.7724977035893137
525,0.7159451510361686
526,0.658223470044932
527,0.601973943570623
528,0.5490151386209334
529,0.5004822089066449
530,0.45686624384104935
531,0.4179354695415731
532,0.382625384667656
533,0.34912898471213183
534,0.31543587559509884
535,0.2802414859440646
536,0.24366709890879626
537,0.20723181047483916
538,0.17323761074766697
539,0.14428523815766076
540,0.12328766143862738
541,0.1137480084437313
542,0.11976377818962626
543,0.14506906425800714
544,0.19084130875734248
545,0.25368908285615227
546,0.32631384610228753
547,0.4007075833392028
548,0.47088601949467995
549,0.5335330974885409
550,0.5872851321895141
551,0.6317570745490433
552,0.6668677439312819
553,0.6926133966131525
554,0.7091946595147788
555,0.717236499183435
556,0.7178840228517546
557,0.7127770102644245
558,0.7040264401121477
559,0.6942581318217523
560,0.6866606032664591
561,0.684830627588313
562,0.6921467903857849
563,0.7106191055418823
564,0.7395175871675731
565,0.7742395001642987
566,0.8065043460302392
567,0.82736433649213
568,0.8315708424097434
569,0.8192308967485538
570,0.7940895416055996
571,0.7610886758468985
572,0.7248612359259284
573,0.6891638749707552
574,0.6567896536498712
575,0.6296077555816201
576,0.6085430818592298
577,0.5934419702273823
578,0.5828868991893714
579,0.5741222745884476
580,0.5633041779810686
581,0.5463034878551098
582,0.5202148229947613
583,0.4850338480800831
584,0.4439219904419785
585,0.4015592752773951
586,0.3624210024794707
587,0.3302303477381979
588,0.3080675350297847
589,0.29835327789782645
590,0.3024277473362877
591,0.31997090119380345
592,0.34883186040796044
593,0.38560112923622303
594,0.4266192423122387
595,0.46884499619884923
596,0.5103288784368463
597,0.5503919556822932
598,0.5895941521711766
599,0.6292863997547806
600,0.6704192962850855
601,0.7120522400013045
602,0.7512455483308531
603,0.7848576094293362
604,0.8112587312515254
605,0.8306769959282534
606,0.844721380186756
607,0.8557685904751511
608,0.8663849757465878
609,0.8787397985606106
610,0.8940267460465993
611,0.9120165598340021
612,0.9309058052450336
613,0.9476124796303417
614,0.9585190714983362
615,0.9603200281326948
616,0.9504681698328199
617,0.9271983426656323
618,0.8898219223505256
619,0.8396160353455352
620,0.7800753732878422
621,0.7156431089114662
622,0.6501971441081938
623,0.5864081727191498
624,0.5257677165870498
625,0.46882276255566224
626,0.4154335291448886
627,0.36505647015852466
628,0.3170668639233722
629,0.2710589928027503
630,0.22701499446402335
631,0.1852918219067373
632,0.1464959174228306
633,0.11138226892057175
634,0.080887918793373
635,0.0563541467180112
636,0.039939420742175706
637,0.03509126242002396
638,0.04660923701189607
639,0.07934547749773657
640,0.1349227924661139
641,0.20866058293111472
642,0.2908463143395439
643,0.3715600679484467
644,0.4440141432915319
645,0.504813852370719
646,0.5528745273420563
647,0.5884045527985652
648,0.612291742279493
649,0.6257842847682571
650,0.6303234628022288
651,0.6274556287618065
652,0.6188066992955601
653,0.6061295975135879
654,0.5914429670230927
655,0.5772566717463965
656,0.5667892388533272
657,0.5638995564167942
658,0.5723409698139019
659,0.5943421956680482
660,0.6291650834051222
661,0.6721944034631331
662,0.715373621348811
663,0.7502939788660532
664,0.772291582004511
665,0.7816367778321011
666,0.7816804882726258
667,0.7766402495790583
668,0.7703509830969879
669,0.7658005099718098
670,0.7650017588030781
671,0.7689519619833448
672,0.7776191776780256
673,0.7899955759787259
674,0.8042518150081639
675,0.8179015543359165
676,0.827742529561958
677,0.8295498237765777
678,0.8184188201640569
679,0.7912016546309417
680,0.7495817721476041
681,0.6993727226004736
682,0.6468913817788391
683,0.5967519255167074
684,0.5516130971874437
685,0.5125407705064233
686,0.4793607504095515
687,0.4509676570143593
688,0.42567451695381275
689,0.40162983454997714
690,0.37725160813678005
691,0.35157639954756614
692,0.324424136063179
693,0.2963719372491992
694,0.2686723177084833
695,0.24330601283283637
696,0.22323352777984337
697,0.2126072678392167
698,0.21634202708952352
699,0.2384341007053477
700,0.2794269355233518
701,0.33523953043071986
702,0.39906240599610726
703,0.4644858756524957
704,0.5271745007909238
705,0.5848165840948722
706,0.6363934122923784
707,0.6814958551192353
708,0.719906096789698
709,0.7514386071821637
710,0.7759697655997716
711,0.793561521997674
712,0.8045982710477451
713,0.8099141361310545
714,0.8109354220980921
715,0.8098326101314859
716,0.8095527894591158
717,0.8134675226359929
718,0.8244111888477934
719,0.8432450350395129
720,0.8674696992013057
721,0.8907205948338435
722,0.9044322513112208
723,0.901736524111178
724,0.880564874786874
725,0.8433747098936436
726,0.7948117942942512
727,0.7396851082111068
728,0.6820146910043262
729,0.6248256103920901
730,0.5702535649572179
731,0.519703540092066
732,0.47393714792141556
733,0.43304048776378296
734,0.3963081212063261
735,0.36221449353765667
736,0.3287466312592861
737,0.2942002112160736
738,0.25806207249719315
739,0.22132443161926674
740,0.18604042479665236
741,0.1547066334305203
742,0.13007284147029413
743,0.11536489220396459
744,0.11448109741353066
745,0.13151467463334746
746,0.1690204668194491
747,0.22561389424368775
748,0.2953022501787118
749,0.369922646672322
750,0.44243952251106267
751,0.5084650017560592
752,0.5659507520804381
753,0.6142176422473917
754,0.6531201140596209
755,0.6826323362316161
756,0.7028526426879819
757,0.7142181784639496
758,0.7176636107094235
759,0.7146327186224856
760,0.7070409599008676
761,0.6972922108655342
762,0.6883428803530406
763,0.6836655587841706
764,0.6868449487277536
765,0.7006234981827629
766,0.725570619579668
767,0.7587761169849275
768,0.793292734827294
769,0.8199067352940739
770,0.8314114348616343
771,0.8257660747913249
772,0.8055265047479501
773,0.7753823413375693
774,0.7402004642840107
775,0.7041235411871035
776,0.67033725044556
777,0.6410876379108766
778,0.6176974427905966
779,0.6004766483718346
780,0.5885436406163196
781,0.5796818745918183
782,0.5704288485122156
783,0.556618948576011
784,0.5346018468628919
785,0.5030051325961025
786,0.46379461330426586
787,0.4212952651632896
788,0.38022131976609436
789,0.3446191455768948
790,0.31781439285948604
791,0.30251474769294895
792,0.3005605885317911
793,0.31236260028122853
794,0.33650297759481756
795,0.37000047193883046
796,0.4091984997923713
797,0.4507378442299853
798,0.4921924561915613
799,0.5323568474393281
